c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
handy,man,handyman,1,75.699997,73.800003,84.724998,9.49,-0.345177981,-0.359830492,1
midship,man,midshipman,2,54.766666,61.166668,71.066666,8.67,-0.372729264,-0.398715922,1
points,man,pointsman,1,58.548386,51.677418,81.548386,10.1,-0.290146046,-0.293393397,1
washer,man,washerman,1,70.939392,77.57576,84.181816,11.3,-0.228153453,-0.23773812,1
clans,man,clansman,1,59.620689,68.034485,82.655174,10.1,-0.290146046,-0.293393397,1
bonds,man,bondsman,1,71.068962,70.620689,74.068962,10.1,-0.290146046,-0.293393397,1
bond,man,bondman,1,60.482758,59.724136,77,9.44,-0.354737851,-0.37907264,1
gentle,man,gentleman,1,68.081078,56.351353,89.864868,12,0.203478011,0.191027626,1
ferry,man,ferryman,1,53.599998,72.474998,81.625,9.49,-0.345177981,-0.359830492,1
land,man,landman,1,68.300003,66.133331,80.433334,9.44,-0.354737851,-0.37907264,1
lock,man,lockman,1,76.033333,75.26667,84.5,6.53,-0.376285521,-0.401094781,1
rifle,man,rifleman,1,77.105263,82.078949,89,12,0.203478011,0.191027626,1
door,man,doorman,1,78.256409,67.974358,84.410255,11.3,-0.228153453,-0.23773812,1
plow,man,plowman,1,65.535713,73.928574,80.571426,7.31,-0.377385595,-0.400055247,1
yachts,man,yachtsman,1,80.26667,84.033333,86.666664,10.1,-0.290146046,-0.293393397,1
prop,man,propman,1,66.666664,68,79.400002,8.67,-0.372729264,-0.398715922,1
work,man,workman,1,87.14286,88.535713,83.85714,6.53,-0.376285521,-0.401094781,1
letter,man,letterman,1,68.666664,66.833336,63.666668,11.3,-0.228153453,-0.23773812,1
sports,man,sportsman,1,82.034485,86.14286,84.428574,10.1,-0.290146046,-0.293393397,1
lighter,man,lighterman,1,56.903225,47.419353,86.451614,11.3,-0.228153453,-0.23773812,1
infantry,man,infantryman,1,73.14286,80.970589,79.382355,9.49,-0.345177981,-0.359830492,1
herds,man,herdsman,1,60.833332,70.633331,74.333336,10.1,-0.290146046,-0.293393397,1
timber,man,timberman,1,75.57692,78.03846,82.92308,11.3,-0.228153453,-0.23773812,1
lift,man,liftman,1,71.793106,71.241379,72.206894,9.83,-0.337224961,-0.362105604,1
dust,man,dustman,1,59.142857,66.285713,70.39286,9.83,-0.337224961,-0.362105604,1
wing,man,wingman,1,54.166668,28.9,89.26667,7.66,-0.373889374,-0.39879482,1
marks,man,marksman,1,55.299999,53.366665,81.699997,10.1,-0.290146046,-0.293393397,1
lobster,man,lobsterman,1,62.793102,56.275864,65.413795,11.3,-0.228153453,-0.23773812,1
committee,man,committeeman,1,77.60714,83.714287,74.5,12,0.203478011,0.191027626,1
lands,man,landsman,1,68.909088,66.090912,77.5,10.1,-0.290146046,-0.293393397,1
spokes,man,spokesman,1,58.214287,44.642857,80.5,10.1,-0.290146046,-0.293393397,1
warehouse,man,warehouseman,2,84.866669,73.466667,76.033333,12,0.203478011,0.191027626,1
bat,man,batman,1,69.457146,58.411766,88.147057,9.83,-0.337224961,-0.362105604,1
straw,man,strawman,1,69.653847,71.42308,70.115387,7.31,-0.377385595,-0.400055247,1
jury,man,juryman,1,86.433334,82.433334,74.599998,9.49,-0.345177981,-0.359830492,1
watch,man,watchman,1,82.034485,76.344826,92.310349,8.58,-0.35864373,-0.395229165,1
newspaper,man,newspaperman,1,86.241379,83.862068,85.206894,11.3,-0.228153453,-0.23773812,1
free,man,freeman,1,64.135132,74.675674,80.594597,12,0.203478011,0.191027626,1
drafts,man,draftsman,1,53.67857,47.32143,81.10714,10.1,-0.290146046,-0.293393397,1
iron,man,ironman,1,69,58.75,82.535713,9.81,-0.364361288,-0.38849601,1
harvest,man,harvestman,1,83.73333,78.333336,86.666664,9.83,-0.337224961,-0.362105604,1
cave,man,caveman,1,86.022728,79.522728,91.409088,12,0.203478011,0.191027626,1
train,man,trainman,1,59.102566,76.615387,81.051285,9.81,-0.364361288,-0.38849601,1
patrol,man,patrolman,1,78.699997,85.425003,81.275002,9.68,-0.329768121,-0.358335775,1
fire,man,fireman,1,67.074997,65.300003,86.199997,12,0.203478011,0.191027626,1
fisher,man,fisherman,1,88.384613,89.282051,88.846153,11.3,-0.228153453,-0.23773812,1
beggar,man,beggarman,1,72.5625,85.71875,74.125,11.3,-0.228153453,-0.23773812,1
money,man,moneyman,1,67.57692,66.346153,73.307693,9.49,-0.345177981,-0.359830492,1
steel,man,steelman,1,73.214287,71.071426,85.571426,9.68,-0.329768121,-0.358335775,1
water,man,waterman,1,73.875,90.416664,94.708336,11.3,-0.228153453,-0.23773812,1
clergy,man,clergyman,1,75.522728,78.795456,86.75,9.49,-0.345177981,-0.359830492,1
council,man,councilman,1,86.166664,85.166664,82.73333,9.68,-0.329768121,-0.358335775,1
sheep,man,sheepman,1,63.583332,47.291668,76.208336,8.67,-0.372729264,-0.398715922,1
hang,man,hangman,1,75.333336,81.699997,82.833336,7.66,-0.373889374,-0.39879482,1
laundry,man,laundryman,1,81.814812,84.148148,76.444443,9.49,-0.345177981,-0.359830492,1
mail,man,mailman,1,85.775002,86,89.025002,9.68,-0.329768121,-0.358335775,1
states,man,statesman,1,69.689651,70.413795,80.034485,10.1,-0.290146046,-0.293393397,1
quarry,man,quarryman,1,63.68182,72.772728,79.5,9.49,-0.345177981,-0.359830492,1
husband,man,husbandman,1,62.033333,71.76667,68.033333,9.44,-0.354737851,-0.37907264,1
outdoors,man,outdoorsman,1,86.666664,86.185188,75.962959,10.1,-0.290146046,-0.293393397,1
bus,man,busman,1,70.46154,68.92308,82.96154,10.1,-0.290146046,-0.293393397,1
assembly,man,assemblyman,1,64.914284,74.941177,81.882355,9.49,-0.345177981,-0.359830492,1
bow,man,bowman,1,53.486488,61.702702,79.054054,7.31,-0.377385595,-0.400055247,1
hunts,man,huntsman,1,56.096775,84.3871,84.064514,10.1,-0.290146046,-0.293393397,1
wire,man,wireman,1,56.416668,52.869564,78.04348,12,0.203478011,0.191027626,1
widow,man,widowman,1,65.466667,69.73333,75.73333,7.31,-0.377385595,-0.400055247,1
beads,man,beadsman,1,63.451614,65.451614,71.80645,10.1,-0.290146046,-0.293393397,1
head,man,headman,1,52.162163,49.243244,77.648651,9.44,-0.354737851,-0.37907264,1
chess,man,chessman,1,62.880001,67.800003,60.560001,10.1,-0.290146046,-0.293393397,1
repair,man,repairman,2,92.727272,92.409088,84.681816,11.3,-0.228153453,-0.23773812,1
noble,man,nobleman,1,71.871796,74.307693,80.07692,12,0.203478011,0.191027626,1
meat,man,meatman,1,77.047623,74.714287,76.238098,9.83,-0.337224961,-0.362105604,1
dairy,man,dairyman,1,83.838707,87.80645,92.3871,9.49,-0.345177981,-0.359830492,1
cab,man,cabman,1,76.321426,81.666664,83.666664,6.93,-0.376299647,-0.399357758,1
sand,man,sandman,1,52.76923,46,74.641029,9.44,-0.354737851,-0.37907264,1
lumber,man,lumberman,1,82.333336,82.629631,81.814812,11.3,-0.228153453,-0.23773812,1
garbage,man,garbageman,1,91.807693,80.57692,84.346153,12,0.203478011,0.191027626,1
mad,man,madman,1,72.771431,65.823532,83.764709,9.44,-0.354737851,-0.37907264,1
switch,man,switchman,1,58.766666,60.299999,79.866669,8.58,-0.35864373,-0.395229165,1
air,man,airman,1,56.75,60.607143,74.5,11.3,-0.228153453,-0.23773812,1
space,man,spaceman,1,82.875,77.375,80.291664,12,0.203478011,0.191027626,1
sound,man,soundman,1,73.333336,76.125,78.75,9.44,-0.354737851,-0.37907264,1
crew,man,crewman,1,72.400002,76.375,83.449997,7.31,-0.377385595,-0.400055247,1
middle,man,middleman,1,65.820511,71.641029,72.641029,12,0.203478011,0.191027626,1
swords,man,swordsman,1,84.866669,89.566666,87.933334,10.1,-0.290146046,-0.293393397,1
gun,man,gunman,1,79,84.949997,91.224998,9.81,-0.364361288,-0.38849601,1
baggage,man,baggageman,1,86.400002,85.866669,85.599998,12,0.203478011,0.191027626,1
business,man,businessman,1,86.909088,88.704544,92.545456,10.1,-0.290146046,-0.293393397,1
plains,man,plainsman,1,55.366665,54.400002,72.800003,10.1,-0.290146046,-0.293393397,1
barge,man,bargeman,1,54.080002,60.84,72,12,0.203478011,0.191027626,1
oars,man,oarsman,1,60.107143,62.392857,84.214287,10.1,-0.290146046,-0.293393397,1
woods,man,woodsman,1,68.949997,77.400002,83.724998,10.1,-0.290146046,-0.293393397,1
post,man,postman,1,68.474998,59.349998,84.599998,9.83,-0.337224961,-0.362105604,1
oil,man,oilman,1,66.270271,68.405403,81.675674,9.68,-0.329768121,-0.358335775,1
frog,man,frogman,1,50.075001,46.349998,70.875,7.66,-0.373889374,-0.39879482,1
taxi,man,taximan,1,87.161293,87.709679,91.096771,11.8,0.385484578,0.281141781,1
book,man,bookman,1,69.370369,71.925926,71.148148,6.53,-0.376285521,-0.401094781,1
bell,man,bellman,1,76.483871,59.935482,79.064514,9.68,-0.329768121,-0.358335775,1
malt,man,maltman,1,54.107143,54.714287,80.85714,9.83,-0.337224961,-0.362105604,1
aircrew,man,aircrewman,2,80.515152,89.121216,83.36364,7.31,-0.377385595,-0.400055247,1
camera,man,cameraman,1,84.46154,81.897438,87.53846,11.9,0.288181916,0.549563431,1
livery,man,liveryman,1,51,49.633335,78.73333,9.49,-0.345177981,-0.359830492,1
desk,man,deskman,1,67.08696,79.608696,81.217392,6.53,-0.376285521,-0.401094781,1
fields,man,fieldsman,1,78.099998,72.599998,84.066666,10.1,-0.290146046,-0.293393397,1
kins,man,kinsman,1,71.033333,63.733334,83.066666,10.1,-0.290146046,-0.293393397,1
stable,man,stableman,1,62.233334,68,74.833336,12,0.203478011,0.191027626,1
earth,man,earthman,1,63.565216,65.434784,76.739128,8.58,-0.35864373,-0.395229165,1
delivery,man,deliveryman,1,86.925003,82.5,82.400002,9.49,-0.345177981,-0.359830492,1
longbow,man,longbowman,2,59.851852,68.629631,69.925926,7.31,-0.377385595,-0.400055247,1
congress,man,congressman,1,75.216217,81.459457,84.864868,10.1,-0.290146046,-0.293393397,1
boat,man,boatman,1,69,78.75676,75.891891,9.83,-0.337224961,-0.362105604,1
merchant,man,merchantman,1,83.148148,89.40741,80.148148,9.83,-0.337224961,-0.362105604,1
stock,man,stockman,1,54.53846,63.23077,75.384613,6.53,-0.376285521,-0.401094781,1
foot,man,footman,1,53,42,69.239998,9.83,-0.337224961,-0.362105604,1
highway,man,highwayman,1,51.923077,71.974358,68.974358,9.49,-0.345177981,-0.359830492,1
artillery,man,artilleryman,1,82.64286,79.39286,81.89286,9.49,-0.345177981,-0.359830492,1
bar,man,barman,1,68.720001,72.833336,78.75,11.3,-0.228153453,-0.23773812,1
frontiers,man,frontiersman,1,68.866669,75.23333,83.133331,10.1,-0.290146046,-0.293393397,1
charge,man,chargeman,1,56.774193,46.516129,83.290321,12,0.203478011,0.191027626,1
gas,man,gasman,1,57.799999,63.825001,82.449997,10.1,-0.290146046,-0.293393397,1
lay,man,layman,1,51.857143,47.307693,72.230766,9.49,-0.345177981,-0.359830492,1
foe,man,foeman,1,55.18182,65.878784,82.696968,12,0.203478011,0.191027626,1
hotel,man,hotelman,1,76.333336,85.083336,89.958336,9.68,-0.329768121,-0.358335775,1
show,man,showman,1,68.659088,76.227272,85.022728,7.31,-0.377385595,-0.400055247,1
steers,man,steersman,1,58.566666,62.366665,73.166664,10.1,-0.290146046,-0.293393397,1
school,man,schoolman,1,79.380951,84.285713,78.238098,9.68,-0.329768121,-0.358335775,1
motor,man,motorman,1,64.692307,56.423077,66.269234,11.3,-0.228153453,-0.23773812,1
hit,man,hitman,1,63.73077,61.384617,78.884613,9.83,-0.337224961,-0.362105604,1
yard,man,yardman,1,71.035713,77.285713,82.214287,9.44,-0.354737851,-0.37907264,1
working,man,workingman,1,88.821426,87.571426,79.89286,7.66,-0.373889374,-0.39879482,1
nursery,man,nurseryman,1,66.666664,72.583336,84.916664,9.49,-0.345177981,-0.359830492,1
trades,man,tradesman,1,84.19355,80.322578,77.935486,10.1,-0.290146046,-0.293393397,1
weather,man,weatherman,1,82.977272,82.11364,89.545456,11.3,-0.228153453,-0.23773812,1
journey,man,journeyman,1,50.027027,46.405407,77.189186,9.49,-0.345177981,-0.359830492,1
sandwich,man,sandwichman,1,74.809525,73.190475,71.666664,8.58,-0.35864373,-0.395229165,1
trigger,man,triggerman,1,51.142857,58,82.89286,11.3,-0.228153453,-0.23773812,1
sea,man,seaman,1,68,66.46154,75.871796,11.9,0.288181916,0.549563431,1
railway,man,railwayman,1,76.821426,82.25,76.10714,9.49,-0.345177981,-0.359830492,1
shaggy,mane,shaggymane,1,66.63636,71.045456,70.86364,9.49,-0.345177981,-0.359830492,1
bit,map,bitmap,1,50.07143,48.785713,75.571426,9.83,-0.337224961,-0.362105604,1
route,march,routemarch,1,61.857143,73.785713,75.071426,12,0.203478011,0.191027626,1
trade,mark,trademark,1,50.75,48.659092,72.25,12,0.203478011,0.191027626,1
hash,mark,hashmark,1,55.580647,48.161289,74.774193,8.58,-0.35864373,-0.395229165,1
birth,mark,birthmark,1,75.871796,76.794868,87.897438,8.58,-0.35864373,-0.395229165,1
post,mark,postmark,1,55.297298,66.054054,68.567566,9.83,-0.337224961,-0.362105604,1
foot,mark,footmark,1,66.921051,66.473686,73.684212,9.83,-0.337224961,-0.362105604,1
book,mark,bookmark,1,81.800003,80.911766,77.029411,6.53,-0.376285521,-0.401094781,1
tide,mark,tidemark,1,72.466667,73.533333,72.333336,12,0.203478011,0.191027626,1
finger,mark,fingermark,1,82.178574,75.75,82.321426,11.3,-0.228153453,-0.23773812,1
press,mark,pressmark,1,60.964287,64.740738,77.740738,10.1,-0.290146046,-0.293393397,1
land,mark,landmark,1,81.5,86.842102,76.815788,9.44,-0.354737851,-0.37907264,1
book,marker,bookmarker,1,84.928574,84.769234,89.96154,6.53,-0.376285521,-0.401094781,1
green,market,greenmarket,1,64.599998,52.266666,85.699997,9.81,-0.364361288,-0.38849601,1
hyper,markets,hypermarkets,1,56.32,57.240002,72.360001,11.3,-0.228153453,-0.23773812,1
birth,marks,birthmarks,1,85.120003,79.199997,89.839996,8.58,-0.35864373,-0.395229165,1
foot,marks,footmarks,1,60.272728,66.85714,77.809525,9.83,-0.337224961,-0.362105604,1
ear,marks,earmarks,1,56.880001,59.48,57.759998,11.3,-0.228153453,-0.23773812,1
book,marks,bookmarks,1,86.851852,85.074074,81.777779,6.53,-0.376285521,-0.401094781,1
land,marks,landmarks,1,85.655174,86.103447,73.310349,9.44,-0.354737851,-0.37907264,1
tide,marks,tidemarks,1,67.666664,83.047623,76.238098,12,0.203478011,0.191027626,1
water,marks,watermarks,1,68.590912,60.18182,82.909088,11.3,-0.228153453,-0.23773812,1
trade,marks,trademarks,1,57.733334,58.733334,64.199997,12,0.203478011,0.191027626,1
post,marks,postmarks,1,67.416664,65.765961,75.297874,9.83,-0.337224961,-0.362105604,1
finger,marks,fingermarks,1,72.653847,83.884613,85.57692,11.3,-0.228153453,-0.23773812,1
bench,marks,benchmarks,1,66.14286,53.92857,67.785713,8.58,-0.35864373,-0.395229165,1
gas,mask,gasmask,1,92.133331,86.066666,93.166664,10.1,-0.290146046,-0.293393397,1
stone,mason,stonemason,1,53.025002,77.75,58.525002,12,0.203478011,0.191027626,1
stone,masons,stonemasons,1,61.903225,69.580643,67.225807,12,0.203478011,0.191027626,1
land,mass,landmass,1,68.535713,89.035713,55.92857,9.44,-0.354737851,-0.37907264,1
ground,mass,groundmass,1,66.310349,80.785713,76.428574,9.44,-0.354737851,-0.37907264,1
land,masses,landmasses,1,73.208336,80.833336,70.625,9.44,-0.354737851,-0.37907264,1
top,mast,topmast,1,60.517242,69.964287,66.285713,8.67,-0.372729264,-0.398715922,1
main,mast,mainmast,1,53.081081,74.486488,68.648651,9.81,-0.364361288,-0.38849601,1
fore,mast,foremast,1,51.285713,60.785713,52.17857,12,0.203478011,0.191027626,1
pay,master,paymaster,1,58.862068,70.758621,64.172417,9.49,-0.345177981,-0.359830492,1
choir,master,choirmaster,1,81.655174,88.586205,85.793106,11.3,-0.228153453,-0.23773812,1
station,master,stationmaster,1,66.625,72.775002,67.125,9.81,-0.364361288,-0.38849601,1
whore,master,whoremaster,2,53.57143,65.714287,67.35714,12,0.203478011,0.191027626,1
task,master,taskmaster,1,54.564102,69.92308,65.641029,6.53,-0.376285521,-0.401094781,1
spy,master,spymaster,1,80.793106,80.758621,76.586205,9.49,-0.345177981,-0.359830492,1
toast,master,toastmaster,1,63.214287,67.814812,68.888885,9.83,-0.337224961,-0.362105604,1
school,master,schoolmaster,1,67.297295,87.027023,65.675674,9.68,-0.329768121,-0.358335775,1
scout,master,scoutmaster,1,64.454544,77.204544,70.5,9.83,-0.337224961,-0.362105604,1
house,master,housemaster,1,75.971428,73.314285,77.457146,12,0.203478011,0.191027626,1
grand,master,grandmaster,1,76.75,65.785713,75.678574,9.44,-0.354737851,-0.37907264,1
web,master,webmaster,1,56.560001,66.541664,77.458336,6.93,-0.376299647,-0.399357758,1
lock,master,lockmaster,1,81.458336,91.708336,88.25,6.53,-0.376285521,-0.401094781,1
quiz,master,quizmaster,1,70.057144,71.558823,69.676468,6,-0.378185488,-0.401474157,1
post,master,postmaster,1,60.540539,65.75676,58.297298,9.83,-0.337224961,-0.362105604,1
band,master,bandmaster,1,53.974998,72.550003,68.974998,9.44,-0.354737851,-0.37907264,1
head,master,headmaster,1,64.947365,49.105263,86.315788,9.44,-0.354737851,-0.37907264,1
ring,master,ringmaster,1,58.216217,51.243244,68.972977,7.66,-0.373889374,-0.39879482,1
yard,master,yardmaster,1,60.599998,80.875,77.75,9.44,-0.354737851,-0.37907264,1
train,master,trainmaster,1,70.639999,79.25,80.791664,9.81,-0.364361288,-0.38849601,1
house,masters,housemasters,1,64.333336,78.952377,70.333336,12,0.203478011,0.191027626,1
task,masters,taskmasters,1,81.931038,76.068962,76.172417,6.53,-0.376285521,-0.401094781,1
head,masters,headmasters,1,68.303032,56.848484,85.21212,9.44,-0.354737851,-0.37907264,1
yard,masters,yardmasters,1,68.666664,81.888885,68.666664,9.44,-0.354737851,-0.37907264,1
school,masters,schoolmasters,1,80,88.541664,80.875,9.68,-0.329768121,-0.358335775,1
band,masters,bandmasters,1,63.107143,70.037041,71.333336,9.44,-0.354737851,-0.37907264,1
post,masters,postmasters,1,63.517242,62.448277,59.068966,9.83,-0.337224961,-0.362105604,1
ring,masters,ringmasters,1,74.916664,75.375,86.291664,7.66,-0.373889374,-0.39879482,1
station,masters,stationmasters,1,60.346153,68.307693,61.423077,9.81,-0.364361288,-0.38849601,1
toast,masters,toastmasters,1,58.666668,62.583332,62.083332,9.83,-0.337224961,-0.362105604,1
scout,masters,scoutmasters,1,78.699997,70.099998,75.300003,9.83,-0.337224961,-0.362105604,1
choir,masters,choirmasters,1,69.440002,83.519997,73.879997,11.3,-0.228153453,-0.23773812,1
head,mastership,headmastership,2,56,54.346153,66.03846,9.44,-0.354737851,-0.37907264,1
door,mat,doormat,1,89.894737,79.5,93.894737,11.3,-0.228153453,-0.23773812,1
room,mate,roommate,1,77.270271,81.810814,73.837837,10.8,-0.25672535,-0.281901035,1
school,mate,schoolmate,1,82.114288,81.028572,75.599998,9.68,-0.329768121,-0.358335775,1
camp,mate,campmate,1,82.758621,82.827583,85.068962,8.67,-0.372729264,-0.398715922,1
house,mate,housemate,1,79.222221,80.518517,78.59259,12,0.203478011,0.191027626,1
class,mate,classmate,1,82.794868,77.307693,73.410255,10.1,-0.290146046,-0.293393397,1
bunk,mate,bunkmate,1,80.033333,86,82.133331,6.53,-0.376285521,-0.401094781,1
ship,mate,shipmate,1,70.864868,80.405403,70.675674,8.67,-0.372729264,-0.398715922,1
stable,mate,stablemate,1,53.52,62.040001,66,12,0.203478011,0.191027626,1
work,mate,workmate,1,87.033333,80.400002,82.166664,6.53,-0.376285521,-0.401094781,1
table,mate,tablemate,1,73.884613,86.384613,80.230766,12,0.203478011,0.191027626,1
team,mate,teammate,1,85.9375,88.90625,77.65625,10.8,-0.25672535,-0.281901035,1
play,mate,playmate,1,84.466667,89.866669,80.033333,9.49,-0.345177981,-0.359830492,1
help,mate,helpmate,1,66.034485,80.862068,70.793106,8.67,-0.372729264,-0.398715922,1
team,mates,teammates,1,90.73333,93.366669,85.900002,10.8,-0.25672535,-0.281901035,1
bunk,mates,bunkmates,1,79.785713,77.964287,77.428574,6.53,-0.376285521,-0.401094781,1
school,mates,schoolmates,1,90.103447,90.344826,88.517242,9.68,-0.329768121,-0.358335775,1
ship,mates,shipmates,1,82.482758,79.344826,87.896553,8.67,-0.372729264,-0.398715922,1
stable,mates,stablemates,1,64.519997,73.120003,75.32,12,0.203478011,0.191027626,1
room,mates,roommates,1,84.870964,85.032257,82.225807,10.8,-0.25672535,-0.281901035,1
class,mates,classmates,1,91.724136,90.275864,86.344826,10.1,-0.290146046,-0.293393397,1
help,mates,helpmates,1,73.896553,83.793106,83.586205,8.67,-0.372729264,-0.398715922,1
mess,mates,messmates,1,51.17857,52.357143,70.035713,10.1,-0.290146046,-0.293393397,1
play,mates,playmates,1,81.966667,83.033333,86.599998,9.49,-0.345177981,-0.359830492,1
work,mates,workmates,1,79.178574,81.464287,87.25,6.53,-0.376285521,-0.401094781,1
flat,mates,flatmates,1,58.919998,56.119999,65.760002,9.83,-0.337224961,-0.362105604,1
door,mats,doormats,1,90.959999,77.360001,90.68,11.3,-0.228153453,-0.23773812,1
corn,meal,cornmeal,1,69.933334,76.333336,57.533333,9.81,-0.364361288,-0.38849601,1
oat,meal,oatmeal,1,74.775002,90.824997,68.849998,9.83,-0.337224961,-0.362105604,1
bone,meal,bonemeal,1,54.724136,68.344826,66.965515,12,0.203478011,0.191027626,1
horse,meat,horsemeat,1,84.935486,89.19355,90.225807,12,0.203478011,0.191027626,1
mince,meat,mincemeat,1,58.549999,69.324997,73.25,12,0.203478011,0.191027626,1
crab,meat,crabmeat,1,90.214287,90.60714,90.428574,6.93,-0.376299647,-0.399357758,1
para,medic,paramedic,1,63.720001,43.439999,93.440002,11.9,0.288181916,0.549563431,1
help,meet,helpmeet,1,60.17857,67.85714,63.142857,8.67,-0.372729264,-0.398715922,1
water,melon,watermelon,1,65.710526,49.13158,93.131577,11.3,-0.228153453,-0.23773812,1
water,melons,watermelons,1,70.239998,52.639999,92.559998,11.3,-0.228153453,-0.23773812,1
clergy,men,clergymen,1,74.666664,76.533333,77.300003,9.49,-0.345177981,-0.359830492,1
fisher,men,fishermen,1,89.90625,90.125,81.46875,11.3,-0.228153453,-0.23773812,1
frontiers,men,frontiersmen,1,75.166664,86.800003,90.599998,10.1,-0.290146046,-0.293393397,1
lines,men,linesmen,1,68.714287,56.32143,87.5,10.1,-0.290146046,-0.293393397,1
bar,men,barmen,1,62.185184,62.962963,66.222221,11.3,-0.228153453,-0.23773812,1
longshore,men,longshoremen,1,52.17857,59.142857,73.285713,12,0.203478011,0.191027626,1
patrol,men,patrolmen,1,82.89286,88.928574,82.64286,9.68,-0.329768121,-0.358335775,1
bow,men,bowmen,1,71.678574,73.785713,81.35714,7.31,-0.377385595,-0.400055247,1
bell,men,bellmen,1,56.814816,53.925926,73.555557,9.68,-0.329768121,-0.358335775,1
bat,men,batmen,1,68.214287,58.214287,82.535713,9.83,-0.337224961,-0.362105604,1
guards,men,guardsmen,1,86.625,91.978722,85.851067,10.1,-0.290146046,-0.293393397,1
fire,men,firemen,1,82.366669,77.666664,87.966667,12,0.203478011,0.191027626,1
cave,men,cavemen,1,91.758621,88.413795,89.310349,12,0.203478011,0.191027626,1
gentle,men,gentlemen,1,73.76667,63.566666,83.966667,12,0.203478011,0.191027626,1
heads,men,headsmen,1,51.954544,47.68182,75.86364,10.1,-0.290146046,-0.293393397,1
news,men,newsmen,1,83.451614,87.129036,76.129036,10.1,-0.290146046,-0.293393397,1
bands,men,bandsmen,1,66.761902,59.333332,68.85714,10.1,-0.290146046,-0.293393397,1
artillery,men,artillerymen,1,68.535713,73.785713,78.14286,9.49,-0.345177981,-0.359830492,1
bond,men,bondmen,1,61.172413,60.392857,81.464287,9.44,-0.354737851,-0.37907264,1
congress,men,congressmen,1,88.699997,82.166664,82.533333,10.1,-0.290146046,-0.293393397,1
watch,men,watchmen,1,79.800003,76.933334,82.599998,8.58,-0.35864373,-0.395229165,1
drafts,men,draftsmen,1,51.32143,62.82143,79.714287,10.1,-0.290146046,-0.293393397,1
mad,men,madmen,1,76.300003,71,80.310349,9.44,-0.354737851,-0.37907264,1
tribes,men,tribesmen,1,72.678574,77.035713,79.535713,10.1,-0.290146046,-0.293393397,1
towns,men,townsmen,1,84.178574,79.464287,83.821426,10.1,-0.290146046,-0.293393397,1
herds,men,herdsmen,1,63.919998,66.839996,75.199997,10.1,-0.290146046,-0.293393397,1
crafts,men,craftsmen,1,74.551727,70.758621,84.310349,10.1,-0.290146046,-0.293393397,1
hunts,men,huntsmen,1,65.916664,71.25,82.458336,10.1,-0.290146046,-0.293393397,1
aircraft,men,aircraftmen,1,86.208336,78.041664,80.833336,9.83,-0.337224961,-0.362105604,1
gas,men,gasmen,1,62.75,69.666664,80.875,10.1,-0.290146046,-0.293393397,1
swords,men,swordsmen,1,71.818184,76.727272,83.909088,10.1,-0.290146046,-0.293393397,1
fresh,men,freshmen,1,64.300003,56.566666,67.199997,8.58,-0.35864373,-0.395229165,1
free,men,freemen,1,71,77.074074,78.444443,12,0.203478011,0.191027626,1
kins,men,kinsmen,1,66.25,60.595745,76.276596,10.1,-0.290146046,-0.293393397,1
strong,men,strongmen,1,73.807693,75.5,78.769234,7.66,-0.373889374,-0.39879482,1
plow,men,plowmen,1,59.285713,71,77.535713,7.31,-0.377385595,-0.400055247,1
journey,men,journeymen,1,60.291668,53.875,79.958336,9.49,-0.345177981,-0.359830492,1
stable,men,stablemen,1,76.533333,80.366669,87.800003,12,0.203478011,0.191027626,1
show,men,showmen,1,73.677422,84.161293,87.3871,7.31,-0.377385595,-0.400055247,1
chess,men,chessmen,1,67.714287,82.178574,64.785713,10.1,-0.290146046,-0.293393397,1
militia,men,militiamen,1,67.066666,77.166664,75.5,11.9,0.288181916,0.549563431,1
grooms,men,groomsmen,1,78.137932,71.758621,92.413795,10.1,-0.290146046,-0.293393397,1
service,men,servicemen,1,83,82.89286,80.535713,12,0.203478011,0.191027626,1
wood,men,woodmen,1,65.360001,59.639999,82.440002,9.44,-0.354737851,-0.37907264,1
air,men,airmen,1,74.516129,73.19355,74.516129,11.3,-0.228153453,-0.23773812,1
snow,men,snowmen,1,85.333336,89.666664,63.222221,7.31,-0.377385595,-0.400055247,1
husband,men,husbandmen,1,67.586205,68.068962,72.275864,9.44,-0.354737851,-0.37907264,1
muscle,men,musclemen,1,81.39286,85.39286,82.964287,12,0.203478011,0.191027626,1
ferry,men,ferrymen,1,77.178574,74.464287,84.785713,9.49,-0.345177981,-0.359830492,1
bus,men,busmen,1,66.111115,63.629631,75.333336,10.1,-0.290146046,-0.293393397,1
laundry,men,laundrymen,1,83.60714,86.785713,82.60714,9.49,-0.345177981,-0.359830492,1
infantry,men,infantrymen,1,60.099998,75.699997,79.199997,9.49,-0.345177981,-0.359830492,1
oars,men,oarsmen,1,52.75,62.892857,76.428574,10.1,-0.290146046,-0.293393397,1
clans,men,clansmen,1,63.67857,74,86.035713,10.1,-0.290146046,-0.293393397,1
handy,men,handymen,1,88.300003,85.033333,89.533333,9.49,-0.345177981,-0.359830492,1
trencher,men,trenchermen,1,62.575756,66.696968,78.181816,11.3,-0.228153453,-0.23773812,1
post,men,postmen,1,63.285713,51.285713,74.428574,9.83,-0.337224961,-0.362105604,1
newspaper,men,newspapermen,1,76,90,91.137932,11.3,-0.228153453,-0.23773812,1
