c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
diamond,back,diamondback,1,39.444443,43.592594,40,7.33,-0.364368351,-0.395126906,0
piggy,back,piggyback,1,31.459459,15.540541,63.972973,8.22,-0.240416714,-0.333869389,0
hog,back,hogback,1,46.900002,55.700001,55.933334,5.36,-0.377779361,-0.401226698,0
wing,back,wingback,1,46.5,43.344826,55.034481,5.36,-0.377779361,-0.401226698,0
moss,back,mossback,1,35.703705,59.851852,51.592594,8.59,-0.356676664,-0.378338393,0
line,backer,linebacker,1,45.57143,50.142857,53.17857,10.2,-0.311252275,-0.34153833,0
half,backs,halfbacks,1,46.933334,52.099998,43.833332,4.32,-0.377952406,-0.401414726,0
piggy,backs,piggybacks,1,34.076923,18.615385,80.153847,8.22,-0.240416714,-0.333869389,0
tie,backs,tiebacks,1,45.26923,64.03846,56.96154,10.2,-0.311252275,-0.34153833,0
tail,backs,tailbacks,1,48.285713,43.761906,47.857143,8.6,-0.36915888,-0.394313761,0
hog,backs,hogbacks,1,48.777779,53.592594,59.592594,5.36,-0.377779361,-0.401226698,0
quarter,backs,quarterbacks,1,38.903225,28,36.645161,9.63,-0.346074991,-0.378024861,0
full,backs,fullbacks,1,30.959999,52.599998,56.16,8.6,-0.36915888,-0.394313761,0
green,backs,greenbacks,1,46.809525,55.666668,48.857143,8.42,-0.370885802,-0.395060031,0
diamond,backs,diamondbacks,1,45.192307,53.5,53.46154,7.33,-0.364368351,-0.395126906,0
razor,backs,razorbacks,1,42.84,49.799999,53.200001,9.63,-0.346074991,-0.378024861,0
moss,backs,mossbacks,1,35.592594,62.444443,46.259258,8.59,-0.356676664,-0.378338393,0
hatch,backs,hatchbacks,1,46.360001,56.16,51.880001,8.2,-0.368110014,-0.390390487,0
chaw,bacon,chawbacon,1,26.16,39.639999,61.84,6.89,-0.373488544,-0.392107012,0
gas,bag,gasbag,1,49.592594,59.925926,65.370369,8.59,-0.356676664,-0.378338393,0
carpet,bag,carpetbag,1,47.075001,57.974998,69.849998,8.43,-0.368585006,-0.373494219,0
flea,bag,fleabag,1,43.435898,56.641026,58.256409,11.5,0.204263778,0.153605767,0
wind,bag,windbag,1,45.564102,54.871796,55.76923,7.33,-0.364368351,-0.395126906,0
nose,bag,nosebag,1,33.410255,42.23077,50.794872,10.2,-0.311252275,-0.34153833,0
sea,bag,seabag,1,48.035713,65.14286,52.82143,11.5,0.204263778,0.153605767,0
carpet,bagger,carpetbagger,1,46.125,54.3125,51.1875,8.43,-0.368585006,-0.373494219,0
nose,bags,nosebags,1,43.703705,47.555557,50.444443,10.2,-0.311252275,-0.34153833,0
wind,bags,windbags,1,46.615383,52.346153,58.653847,7.33,-0.364368351,-0.395126906,0
white,bait,whitebait,1,36.400002,38.040001,62.919998,10.2,-0.311252275,-0.34153833,0
earth,ball,earthball,1,47.033333,53.233334,58.299999,8.2,-0.368110014,-0.390390487,0
moth,ball,mothball,1,44.53846,41.307693,73.692307,8.2,-0.368110014,-0.390390487,0
odd,ball,oddball,1,34.424999,80.574997,17.475,7.33,-0.364368351,-0.395126906,0
brandy,ball,brandyball,1,33.166668,33.04348,60.95652,8.22,-0.240416714,-0.333869389,0
high,ball,highball,1,38.727272,40.295456,33.772728,8.2,-0.368110014,-0.390390487,0
screw,ball,screwball,1,44.80645,43.064518,70.451614,6.89,-0.373488544,-0.392107012,0
blow,ball,blowball,1,40.833332,45.433334,65.966667,6.89,-0.373488544,-0.392107012,0
black,ball,blackball,1,49.972973,52.351353,69.918922,6.78,-0.376818783,-0.400374046,0
high,balls,highballs,1,43.772728,36.380951,31.523809,8.2,-0.368110014,-0.390390487,0
odd,balls,oddballs,1,43.32,81.519997,23.24,7.33,-0.364368351,-0.395126906,0
bee,balm,beebalm,1,43.53846,52.26923,74.192307,10.2,-0.311252275,-0.34153833,0
back,band,backband,1,44.25,59.375,55.75,6.78,-0.376818783,-0.400374046,0
belly,band,bellyband,1,47.75,56.82143,55.82143,8.22,-0.240416714,-0.333869389,0
train,band,trainband,1,44.090908,57.333332,59.424244,8.42,-0.370885802,-0.395060031,0
hat,band,hatband,1,43.37838,64.729729,60.702702,8.43,-0.368585006,-0.373494219,0
rib,band,ribband,1,34.129032,38,56.258064,9,-0.337701718,-0.372805662,0
wave,band,waveband,1,46.5,63.566666,60.700001,10.2,-0.311252275,-0.34153833,0
train,bandsman,trainbandsman,1,33.560001,60.48,52.52,8.42,-0.370885802,-0.395060031,0
sow,bane,sowbane,1,30.700001,46.299999,42.066666,6.89,-0.373488544,-0.392107012,0
flea,bane,fleabane,1,38.272728,66,44.227272,11.5,0.204263778,0.153605767,0
rats,bane,ratsbane,1,42.878788,61.060608,60.333332,8.59,-0.356676664,-0.378338393,0
wolf,bane,wolfbane,1,36.82143,47.07143,48.107143,4.32,-0.377952406,-0.401414726,0
hen,bane,henbane,1,28.285715,52.82143,44.035713,8.42,-0.370885802,-0.395060031,0
bug,bane,bugbane,1,32.258064,55.451614,39.032257,5.36,-0.377779361,-0.401226698,0
dog,bane,dogbane,1,31.700001,54.633335,39.700001,5.36,-0.377779361,-0.401226698,0
wolfs,bane,wolfsbane,1,42.615383,46.115383,50.807693,8.59,-0.356676664,-0.378338393,0
fog,bank,fogbank,1,48.17857,62.82143,50.964287,5.36,-0.377779361,-0.401226698,0
bus,bar,busbar,1,40.576923,50.96154,63.03846,8.59,-0.356676664,-0.378338393,0
draw,bar,drawbar,1,38.086956,46.04348,65.304344,6.89,-0.373488544,-0.392107012,0
toll,bar,tollbar,1,49.153847,68.192307,62.96154,8.6,-0.36915888,-0.394313761,0
crow,bar,crowbar,1,32.650002,13.225,81.324997,6.89,-0.373488544,-0.392107012,0
shell,bark,shellbark,1,41,52.576923,61.576923,8.6,-0.36915888,-0.394313761,0
shag,bark,shagbark,1,36.517242,38.413792,65.379311,5.36,-0.377779361,-0.401226698,0
lace,bark,lacebark,1,42.904762,34,65.571426,10.2,-0.311252275,-0.34153833,0
rope,bark,ropebark,1,40.096775,46.612904,59.483871,10.2,-0.311252275,-0.34153833,0
tan,bark,tanbark,1,31.92,46.119999,55.959999,8.42,-0.370885802,-0.395060031,0
cramp,bark,crampbark,1,31.848484,29.636364,66.515152,6.81,-0.376751684,-0.400548104,0
hand,barrows,handbarrows,1,43.666668,62.066666,67.133331,7.33,-0.364368351,-0.395126906,0
crow,bars,crowbars,1,37.037037,7.4444447,75.888885,6.89,-0.373488544,-0.392107012,0
bull,bat,bullbat,1,30.25,34.145832,59.708332,8.6,-0.36915888,-0.394313761,0
ding,bat,dingbat,1,33.857143,19.285715,32.5,5.36,-0.377779361,-0.401226698,0
brick,bat,brickbat,1,36.07143,45.5,51.964287,6.78,-0.376818783,-0.400374046,0
brick,bats,brickbats,1,40.125,35.782608,48.47826,6.78,-0.376818783,-0.400374046,0
rose,bay,rosebay,1,44.363636,51.909092,56.5,10.2,-0.311252275,-0.34153833,0
sick,bay,sickbay,1,42.75,64.818184,49.25,6.78,-0.376818783,-0.400374046,0
sick,bays,sickbays,1,46.133335,46.900002,60.066666,6.78,-0.376818783,-0.400374046,0
gross,beak,grossbeak,1,39.066666,37.633335,67.633331,8.59,-0.356676664,-0.378338393,0
horn,beam,hornbeam,1,34.285713,43.607143,54,8.42,-0.370885802,-0.395060031,0
butter,bean,butterbean,1,44.9375,37.5,70.59375,9.63,-0.346074991,-0.378024861,0
buck,bean,buckbean,1,27.76,34.439999,54.759998,6.78,-0.376818783,-0.400374046,0
bog,bean,bogbean,1,39.291668,49,68.291664,5.36,-0.377779361,-0.401226698,0
horse,bean,horsebean,1,40.580647,35.19355,66.451614,10.2,-0.311252275,-0.34153833,0
screw,bean,screwbean,1,32.73077,32.807693,64.884613,6.89,-0.373488544,-0.392107012,0
bug,bear,bugbear,1,30.555555,37.296295,35.037037,5.36,-0.377779361,-0.401226698,0
crown,beard,crownbeard,1,40.933334,46.333332,63.133335,8.42,-0.370885802,-0.395060031,0
pall,bearer,pallbearer,1,38.228573,33.882355,61.764706,8.6,-0.36915888,-0.394313761,0
pall,bearers,pallbearers,1,45.535713,46.42857,73.214287,8.6,-0.36915888,-0.394313761,0
bug,bears,bugbears,1,33.080002,44.799999,47.48,5.36,-0.377779361,-0.401226698,0
back,beat,backbeat,1,46.799999,47.400002,63.279999,6.78,-0.376818783,-0.400374046,0
gold,beater,goldbeater,1,45.666668,58.458332,49.5,7.33,-0.364368351,-0.395126906,0
dead,beats,deadbeats,1,43.080002,37.75,45.708332,7.33,-0.364368351,-0.395126906,0
down,beats,downbeats,1,47.272728,47.523811,65.428574,8.42,-0.370885802,-0.395060031,0
river,bed,riverbed,1,47.717949,83.820511,30.384615,9.63,-0.346074991,-0.378024861,0
road,bed,roadbed,1,39.179485,63.46154,48.846153,7.33,-0.364368351,-0.395126906,0
free,bee,freebee,1,42.119999,90.879997,8.7200003,10.2,-0.311252275,-0.34153833,0
humble,bee,humblebee,1,46.333332,43.333332,74.23333,10.2,-0.311252275,-0.34153833,0
hare,bell,harebell,1,30.370371,34.423077,48.23077,10.2,-0.311252275,-0.34153833,0
snow,bell,snowbell,1,44.82143,51.75,53.142857,6.89,-0.373488544,-0.392107012,0
bar,bell,barbell,2,42.241379,61.785713,20.428572,9.63,-0.346074991,-0.378024861,0
dumb,bell,dumbbell,1,22.454546,8.045455,21.681818,9,-0.337701718,-0.372805662,0
amber,bell,amberbell,1,40.259258,34.333332,52.259258,9.63,-0.346074991,-0.378024861,0
blue,bell,bluebell,1,42.102566,73.564102,55.487179,10.2,-0.311252275,-0.34153833,0
coral,bells,coralbells,1,39.033333,51.233334,58.933334,8.6,-0.36915888,-0.394313761,0
bar,bells,barbells,2,43.222221,51.370369,38.074074,9.63,-0.346074991,-0.378024861,0
hare,bells,harebells,1,32.785713,39.57143,46.92857,10.2,-0.311252275,-0.34153833,0
sow,belly,sowbelly,1,37.782608,57.913044,61.869564,6.89,-0.373488544,-0.392107012,0
pot,belly,potbelly,1,42.325001,27,82.650002,8.43,-0.368585006,-0.373494219,0
shelter,belt,shelterbelt,1,40.633335,58.900002,44.266666,9.63,-0.346074991,-0.378024861,0
vinyl,benzene,vinylbenzene,1,48.333332,51.629631,69.40741,8.6,-0.36915888,-0.394313761,0
goose,berries,gooseberries,1,40.17857,16.25,89.10714,10.2,-0.311252275,-0.34153833,0
straw,berries,strawberries,1,34.133335,9.3999996,93.966667,6.89,-0.373488544,-0.392107012,0
bay,berries,bayberries,1,45.619049,35.095238,84.523811,8.22,-0.240416714,-0.333869389,0
bar,berries,barberries,1,36.73077,32.076923,77.46154,9.63,-0.346074991,-0.378024861,0
rasp,berries,raspberries,1,40.125,23.130434,92.434784,6.81,-0.376751684,-0.400548104,0
elder,berries,elderberries,1,39.761906,21.619047,85.14286,9.63,-0.346074991,-0.378024861,0
bay,berry,bayberry,1,37.880001,37.400002,67.519997,8.22,-0.240416714,-0.333869389,0
longan,berry,longanberry,1,38.666668,21.541666,91.75,8.42,-0.370885802,-0.395060031,0
box,berry,boxberry,1,38.409092,40.476189,69.523811,3.78,-0.378434461,-0.40147221,0
twin,berry,twinberry,1,49.285713,40,83.714287,8.42,-0.370885802,-0.395060031,0
bar,berry,barberry,1,41.035713,27.178572,75.39286,9.63,-0.346074991,-0.378024861,0
cow,berry,cowberry,1,39.299999,29.733334,73.800003,6.89,-0.373488544,-0.392107012,0
cracker,berry,crackerberry,1,42.125,26.695652,82.608696,9.63,-0.346074991,-0.378024861,0
ink,berry,inkberry,1,45.208332,32.333332,70.791664,6.78,-0.376818783,-0.400374046,0
partridge,berry,partridgeberry,1,49.862068,38.862068,85.551727,10.2,-0.311252275,-0.34153833,0
dew,berry,dewberry,1,47,38,76.307693,6.89,-0.373488544,-0.392107012,0
elder,berry,elderberry,1,33.5,21.35,79.900002,9.63,-0.346074991,-0.378024861,0
shad,berry,shadberry,1,37.096775,30.903225,80.451614,7.33,-0.364368351,-0.395126906,0
rowan,berry,rowanberry,1,39.3125,34.276596,81.170212,8.42,-0.370885802,-0.395060031,0
coral,berry,coralberry,1,42.23077,42.153847,82.46154,8.6,-0.36915888,-0.394313761,0
grouse,berry,grouseberry,1,45.652172,34,83.347824,10.2,-0.311252275,-0.34153833,0
hag,berry,hagberry,1,45.07143,32.17857,83.178574,5.36,-0.377779361,-0.401226698,0
snow,berry,snowberry,1,45.040001,27.68,80,6.89,-0.373488544,-0.392107012,0
fox,berry,foxberry,1,49.275864,32.827587,83.517242,3.78,-0.378434461,-0.40147221,0
gall,berry,gallberry,1,40.166668,29.375,87,8.6,-0.36915888,-0.394313761,0
ling,berry,lingberry,1,45.740742,32.407406,88.222221,5.36,-0.377779361,-0.401226698,0
bane,berry,baneberry,1,37.279999,27.200001,81.080002,10.2,-0.311252275,-0.34153833,0
cloud,berry,cloudberry,1,41,34.900002,61,7.33,-0.364368351,-0.395126906,0
candle,berry,candleberry,1,42.066666,43.366665,56.966667,10.2,-0.311252275,-0.34153833,0
hack,berry,hackberry,1,36.52,30.040001,75.239998,6.78,-0.376818783,-0.400374046,0
whin,berry,whinberry,1,41.322582,33.451614,83.580643,8.42,-0.370885802,-0.395060031,0
male,berry,maleberry,1,37.040001,17.719999,83.599998,10.2,-0.311252275,-0.34153833,0
sand,berry,sandberry,1,42.0625,29.375,79.333336,7.33,-0.364368351,-0.395126906,0
bear,berry,bearberry,1,45.68,34.880001,79.160004,9.63,-0.346074991,-0.378024861,0
meal,berry,mealberry,1,49.965519,41.413792,80.482758,8.6,-0.36915888,-0.394313761,0
spindle,berry,spindleberry,1,48,47.655174,69.931038,10.2,-0.311252275,-0.34153833,0
crow,berry,crowberry,1,40.599998,27.16,80.400002,6.89,-0.373488544,-0.392107012,0
snake,berry,snakeberry,1,41.939392,27.666666,80.242424,10.2,-0.311252275,-0.34153833,0
service,berry,serviceberry,1,31.360001,36.16,60.400002,10.2,-0.311252275,-0.34153833,0
checker,berry,checkerberry,1,42.541668,27.333334,86.333336,9.63,-0.346074991,-0.378024861,0
straw,berry,strawberry,1,32.136364,6.5,96.522728,6.89,-0.373488544,-0.392107012,0
thimble,berry,thimbleberry,1,48.192307,31.346153,87.615387,10.2,-0.311252275,-0.34153833,0
rasp,berry,raspberry,1,32.081081,17.297297,91.405403,6.81,-0.376751684,-0.400548104,0
deer,berry,deerberry,1,40.720001,32.041668,80.125,9.63,-0.346074991,-0.378024861,0
wonder,berry,wonderberry,1,46.896553,28.310345,82.172417,9.63,-0.346074991,-0.378024861,0
marl,berry,marlberry,1,30.200001,32.5,71.23333,8.6,-0.36915888,-0.394313761,0
coffee,berry,coffeeberry,1,49.833332,58.133335,72.333336,10.2,-0.311252275,-0.34153833,0
goose,berry,gooseberry,1,31.02564,15.410256,84.07692,10.2,-0.311252275,-0.34153833,0
boat,bill,boatbill,1,43.677418,67.225807,42.580647,8.43,-0.368585006,-0.373494219,0
thorn,bill,thornbill,1,36.636364,58.909092,50.227272,8.42,-0.370885802,-0.395060031,0
broad,bill,broadbill,1,46.142857,57.25,57.714287,7.33,-0.364368351,-0.395126906,0
hawks,bill,hawksbill,1,41.733334,56.633335,51.333332,8.59,-0.356676664,-0.378338393,0
cross,bill,crossbill,1,46.090908,50.545456,55.272728,8.59,-0.356676664,-0.378338393,0
saw,bill,sawbill,1,45.583332,44.583332,39.875,6.89,-0.373488544,-0.392107012,0
ivory,bill,ivorybill,1,35.066666,50.700001,57.033333,8.22,-0.240416714,-0.333869389,0
saddle,bill,saddlebill,1,38.299999,66.866669,43.466667,10.2,-0.311252275,-0.34153833,0
spoon,bill,spoonbill,1,30.440001,47.919998,50.200001,8.42,-0.370885802,-0.395060031,0
hand,bill,handbill,1,38.594593,46.162163,57.18919,7.33,-0.364368351,-0.395126906,0
razor,bill,razorbill,1,30.461538,44.115383,58.46154,9.63,-0.346074991,-0.378024861,0
blue,bill,bluebill,1,47.136364,64.409088,53.18182,10.2,-0.311252275,-0.34153833,0
way,bill,waybill,1,36.67857,37.785713,54.964287,8.22,-0.240416714,-0.333869389,0
horn,bill,hornbill,1,48.354839,48.354839,50.064518,8.42,-0.370885802,-0.395060031,0
cranes,bill,cranesbill,1,41.121212,57.090908,58.424244,8.59,-0.356676664,-0.378338393,0
shoe,bill,shoebill,1,41.81818,60.045456,54.954544,10.2,-0.311252275,-0.34153833,0
play,bill,playbill,1,33,47.924999,48.075001,8.22,-0.240416714,-0.333869389,0
storks,bill,storksbill,1,46.464287,62.964287,64.64286,8.59,-0.356676664,-0.378338393,0
hawk,bill,hawkbill,1,48.259258,62.037037,66.777779,6.78,-0.376818783,-0.400374046,0
hill,billies,hillbillies,1,27.76923,32.23077,26.576923,8.6,-0.36915888,-0.394313761,0
duck,bills,duckbills,1,46.68,73,49.959999,6.78,-0.376818783,-0.400374046,0
hand,bills,handbills,1,48.392857,53.923077,65.46154,7.33,-0.364368351,-0.395126906,0
way,bills,waybills,1,32.360001,33.916668,57.708332,8.22,-0.240416714,-0.333869389,0
razor,bills,razorbills,1,33.16,51.360001,51.639999,9.63,-0.346074991,-0.378024861,0
spoon,bills,spoonbills,1,39,42.030304,53.484848,8.42,-0.370885802,-0.395060031,0
hill,billy,hillbilly,1,31.5,22.642857,13.392858,8.6,-0.36915888,-0.394313761,0
high,binder,highbinder,1,47,55.448277,55.862068,8.2,-0.368110014,-0.390390487,0
spell,binders,spellbinders,1,47.962963,46.259258,47,8.6,-0.36915888,-0.394313761,0
butcher,bird,butcherbird,1,34.642857,40.892857,63.75,9.63,-0.346074991,-0.378024861,0
surf,bird,surfbird,1,45.083332,47.680851,67.468086,4.32,-0.377952406,-0.401414726,0
tailor,bird,tailorbird,1,42.82143,35.857143,78.89286,9.63,-0.346074991,-0.378024861,0
shoe,bird,shoebird,1,42.379311,34.448277,71.310349,10.2,-0.311252275,-0.34153833,0
cow,bird,cowbird,1,45.310345,27.931034,65.241379,6.89,-0.373488544,-0.392107012,0
lady,bird,ladybird,1,41.025642,29.589743,62.435898,8.22,-0.240416714,-0.333869389,0
jail,bird,jailbird,1,33.371429,69.676468,27.911764,8.6,-0.36915888,-0.394313761,0
whirly,bird,whirlybird,1,43.520832,48.166668,59.104168,8.22,-0.240416714,-0.333869389,0
cat,bird,catbird,1,46.086956,38,67.130432,8.43,-0.368585006,-0.373494219,0
oil,bird,oilbird,1,40.090908,46.857143,70.952377,8.6,-0.36915888,-0.394313761,0
bower,bird,bowerbird,1,35,40.130436,83.08696,9.63,-0.346074991,-0.378024861,0
stink,bird,stinkbird,1,49.799999,45.933334,73.800003,6.78,-0.376818783,-0.400374046,0
oven,bird,ovenbird,1,38.916668,37.541668,69.708336,8.42,-0.370885802,-0.395060031,0
hang,bird,hangbird,1,47.041668,34.291668,72.25,5.36,-0.377779361,-0.401226698,0
ant,bird,antbird,1,44.466667,28.200001,76.099998,8.43,-0.368585006,-0.373494219,0
lyre,bird,lyrebird,1,35.666668,38.233334,75.099998,10.2,-0.311252275,-0.34153833,0
dicky,bird,dickybird,1,27.833334,28.083334,77.125,8.22,-0.240416714,-0.333869389,0
snake,bird,snakebird,1,42.041668,27.083334,70.041664,10.2,-0.311252275,-0.34153833,0
rifle,bird,riflebird,1,31,32.46154,77.769234,10.2,-0.311252275,-0.34153833,0
moor,bird,moorbird,1,34.869564,34.391304,82.652176,9.63,-0.346074991,-0.378024861,0
weaver,bird,weaverbird,1,40.633335,42.833332,78.466667,9.63,-0.346074991,-0.378024861,0
rice,bird,ricebird,1,46.200001,35.466667,76.166664,10.2,-0.311252275,-0.34153833,0
rail,bird,railbird,1,39.884617,44.153847,54.73077,8.6,-0.36915888,-0.394313761,0
dickey,bird,dickeybird,1,32.900002,24.9,82.699997,8.22,-0.240416714,-0.333869389,0
fire,bird,firebird,1,45.216217,30.675676,75.081078,10.2,-0.311252275,-0.34153833,0
king,bird,kingbird,1,49.25,43.541668,90.125,5.36,-0.377779361,-0.401226698,0
scrub,bird,scrubbird,1,40.766666,36.366665,70.933334,9,-0.337701718,-0.372805662,0
oven,birds,ovenbirds,1,33.966667,36.866665,66.76667,8.42,-0.370885802,-0.395060031,0
lyre,birds,lyrebirds,1,42.466667,42.200001,83.166664,10.2,-0.311252275,-0.34153833,0
cat,birds,catbirds,1,41.166668,34,68.433334,8.43,-0.368585006,-0.373494219,0
cow,birds,cowbirds,1,44.266666,34.266666,73.23333,6.89,-0.373488544,-0.392107012,0
jail,birds,jailbirds,1,43.214287,73.678574,35.964287,8.6,-0.36915888,-0.394313761,0
whirly,birds,whirlybirds,1,39.080002,46.333332,59.625,8.22,-0.240416714,-0.333869389,0
frog,bit,frogbit,1,38.555557,49.48148,44.185184,5.36,-0.377779361,-0.401226698,0
hen,bit,henbit,1,25.962963,37.51852,46.629631,8.42,-0.370885802,-0.395060031,0
hawk,bit,hawkbit,2,37.677418,46.580647,38.064518,6.78,-0.376818783,-0.400374046,0
back,biter,backbiter,1,47.67857,53.5,49.785713,6.78,-0.376818783,-0.400374046,0
back,biters,backbiters,1,45.892857,55.92857,40.75,6.78,-0.376818783,-0.400374046,0
rare,bits,rarebits,1,48.916668,63.041668,59.583332,10.2,-0.311252275,-0.34153833,0
boot,black,bootblack,1,26.961538,42.307693,35.884617,8.43,-0.368585006,-0.373494219,0
lamp,black,lampblack,1,39.458332,58.791668,51.583332,6.81,-0.376751684,-0.400548104,0
boot,blacks,bootblacks,1,45.799999,60.566666,52.866665,8.43,-0.368585006,-0.373494219,0
gall,bladders,gallbladders,1,39.076923,40.846153,70.846153,8.6,-0.36915888,-0.394313761,0
back,blast,backblast,1,42.200001,58.700001,61,6.78,-0.376818783,-0.400374046,0
loan,blend,loanblend,1,36.727272,55.757576,54.939392,8.42,-0.370885802,-0.395060031,0
horn,blende,hornblende,1,37.172413,52.379311,46.482758,8.42,-0.370885802,-0.395060031,0
eel,blenny,eelblenny,1,24.233334,45.566666,32.900002,8.6,-0.36915888,-0.394313761,0
snake,blenny,snakeblenny,1,25.275862,50.655174,39,10.2,-0.311252275,-0.34153833,0
pike,blenny,pikeblenny,1,20.043478,40.565216,36.391304,10.2,-0.311252275,-0.34153833,0
breech,block,breechblock,1,35.935482,50.064518,53.322582,8.2,-0.368110014,-0.390390487,0
cell,block,cellblock,1,49.035713,57.142857,52.892857,8.6,-0.36915888,-0.394313761,0
checker,bloom,checkerbloom,1,28.333334,45.133335,47.733334,9.63,-0.346074991,-0.378024861,0
cup,board,cupboard,1,40.628571,48.714287,46.285713,6.81,-0.376751684,-0.400548104,0
gang,board,gangboard,1,40.677418,41.709679,61.161289,5.36,-0.377779361,-0.401226698,0
clapper,board,clapperboard,1,42.049999,49.125,71.849998,9.63,-0.346074991,-0.378024861,0
finger,board,fingerboard,1,44.435898,49.564102,67.641029,9.63,-0.346074991,-0.378024861,0
bill,board,billboard,1,39.692307,23.641026,89.128204,8.6,-0.36915888,-0.394313761,0
buck,board,buckboard,1,37.041668,39.229168,66.520836,6.78,-0.376818783,-0.400374046,0
straw,board,strawboard,1,48.125,57.391304,70.173912,6.89,-0.373488544,-0.392107012,0
mill,board,millboard,1,34.080002,44.68,58.68,8.6,-0.36915888,-0.394313761,0
duck,board,duckboard,1,36.523811,31.666666,68.428574,6.78,-0.376818783,-0.400374046,0
gar,board,garboard,1,36.166668,28.633333,63.333332,9.63,-0.346074991,-0.378024861,0
dash,board,dashboard,1,46.128204,33.923077,64.256409,8.2,-0.368110014,-0.390390487,0
mould,board,mouldboard,1,36.639999,52.639999,67.360001,7.33,-0.364368351,-0.395126906,0
sea,board,seaboard,1,45.977272,75.522728,52.090908,11.5,0.204263778,0.153605767,0
star,board,starboard,1,32.641026,28.948717,53.025642,9.63,-0.346074991,-0.378024861,0
buck,boards,buckboards,1,37.639999,31.041666,55.666668,6.78,-0.376818783,-0.400374046,0
clap,boards,clapboards,1,43.16,38.720001,75.559998,6.81,-0.376751684,-0.400548104,0
tail,boards,tailboards,1,45.400002,39.733334,68.566666,8.6,-0.36915888,-0.394313761,0
dash,boards,dashboards,1,49.692307,30.461538,55.576923,8.2,-0.368110014,-0.390390487,0
gun,boat,gunboat,1,48.849998,71.25,79.349998,8.42,-0.370885802,-0.395060031,0
pig,boat,pigboat,1,34.25,43.541668,67.333336,5.36,-0.377779361,-0.401226698,0
cat,boat,catboat,1,35.041668,42.31818,72.590912,8.43,-0.368585006,-0.373494219,0
cat,boats,catboats,1,27.217392,26.47826,76.391304,8.43,-0.368585006,-0.373494219,0
